contrato;objeto;portal_de_compras;data_assinatura;inicio_execucao;termino_execucao;situacao;empresa_principal;cnpj;orgao_entidade_contratante;setor;modalidade_de_licitacao;regime_de_execucao;classificacao;natureza_do_contrato;obras_do_contrato;municipios;dias_originais;dias_aditados;dias_paralisados;dias_atuais;valor_inicial_do_contrato;valor_em_aditivos;valor_total_do_contrato;valor_medido_precos_iniciais;valor_medido_reajuste;total_medido;saldo_contratual;percentual_de_execucao_do_contrato
DM-029/2023-B;MANUTENÇÃO E CONSERVAÇÃO - 38ª URG;230176202723;2025-12-23;2025-12-29 00:00:00;2026-12-28 00:00:00;Andamento;CIVILPAV CONSTRUCOES LTDA EPP;22464660000166,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO E CONSERVAÇÃO - 38ª URG; Obra 1 - Angelândia, Aricanduva, Capelinha, Carbonita, Itamarandiba, José Raydan, Ladainha, Malacacheta, Minas Novas, Novo Cruzeiro, Santa Maria do Suaçuí, Senador Modestino Gonçalves, Setubinha, São José do Jacuri, São Pedro do Suaçuí, São Sebastião do Maranhão, Turmalina, Veredinha, Água Boa;365,0;0,0;0,0;365,0;12403029,87;0,0;12403029,87;0,0;0,0;0,0;12403029,87;0,0
DM-030/2021;ESTABILIZAÇÃO DE ATERRO LMG-806, KM 4,33 E 4,52, JUSTINÓPOLIS - RIBEIRÃO DAS NEVES.;2301762021/2021;2021-10-26;2021-11-04 00:00:00;2023-05-25 00:00:00;Execução concluída;CONSERVASOLO ENGENHARIA DE PROJETOS E CONSULT.TECNICA LTDA;21728225000139,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Obras Rodoviárias;Obra Rodoviária; Obra 1 - Estabilização de talude de aterro na rodovia LMG-806 km 4,33 e 4,52, trecho Justinópolis - Ribeirão das Neves; Obra 1 - Ribeirão das Neves, Sabará;242,0;90,0;236,0;568,0;1549159,93;235840,69;1785000,62;1766383,09;417996,49;2184379,58;18617,53;0,989570014827222
DM-030/2022;RECUPERAÇÃO FUNCIONAL MG-108, TRECHO MUTUM - LAJINHA;230176227/22;2022-08-30;2023-05-02 00:00:00;2024-12-01 00:00:00;Execução concluída;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66418765000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional do pavimento na Rodovia MG-108, Trecho Mutum - Lajinha; Obra 1 - Lajinha, Manhumirim, Mutum;366,0;61,0;153,0;580,0;7316040,86;191569,02;7507609,88;7145591,84;961123,77;8106715,61;362018,04;0,951779854602674
DM-030/2023;MANUTENÇÃO E CONSERVAÇÃO - 40ª URG;230176202723;2023-12-27;2023-12-29 00:00:00;2024-12-28 00:00:00;Execução concluída;CONSÓRCIO LAM;53299800000111,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO E CONSERVAÇÃO - 40ª URG; Obra 1 - Acaiaca, Alvinópolis, Antônio Dias, Açucena, Bela Vista de Minas, Belo Horizonte, Belo Oriente, Bom Jesus do Galho, Braúnas, Bugre, Caratinga, Cava Grande, Coronel Fabriciano, Córrego Novo, Dionísio, Dom Silvério, Entre Folhas, Governador Valadares, Guanhães, Iapu, Imbé de Minas, Inhapim, Ipaba, Ipatinga, Jaguaraçu, Joanésia, João Monlevade, Marliéria, Matipó, Mesquita, Naque, Nova Era, Piedade de Caratinga, Pingo-d Água, Rio Piracicaba, Santa Bárbara do Leste, Santa Rita de Minas, Santana do Paraíso, São Domingos das Dores, São Domingos do Prata, São José do Goiabal, São João do Oriente, São Sebastião do Anta, Timóteo, Ubaporanga, Vargem Alegre, Virginópolis, Água Boa;366,0;0,0;0,0;366,0;12252806,66;2791335,29;15044141,95;15043542,54;358829,9;15402372,44;599,41;0,999960156584404
DM-030/2023-A;MANUTENÇÃO E CONSERVAÇÃO - 40ª URG;230176202723;2024-12-20;2024-12-29 00:00:00;2025-12-28 00:00:00;Andamento;CONSÓRCIO LAM;53299800000111,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO E CONSERVAÇÃO - 40ª URG; Obra 1 - Acaiaca, Alvinópolis, Antônio Dias, Açucena, Bela Vista de Minas, Belo Horizonte, Belo Oriente, Bom Jesus do Galho, Braúnas, Bugre, Caratinga, Cava Grande, Coronel Fabriciano, Córrego Novo, Dionísio, Dom Silvério, Entre Folhas, Governador Valadares, Guanhães, Iapu, Imbé de Minas, Inhapim, Ipaba, Ipatinga, Jaguaraçu, Joanésia, João Monlevade, Marliéria, Matipó, Mesquita, Naque, Nova Era, Piedade de Caratinga, Pingo-d Água, Rio Piracicaba, Santa Bárbara do Leste, Santa Rita de Minas, Santana do Paraíso, São Domingos das Dores, São Domingos do Prata, São José do Goiabal, São João do Oriente, São Sebastião do Anta, Timóteo, Ubaporanga, Vargem Alegre, Virginópolis, Água Boa;365,0;0,0;0,0;365,0;12172064,39;2951406,61;15123471,0;12844407,7;685362,98;13529770,68;2279063,3;0,84930289481826
DM-030/2023-B;MANUTENÇÃO E CONSERVAÇÃO - 40ª URG;230176202723;2025-12-23;2025-12-29 00:00:00;2026-12-28 00:00:00;Andamento;CONSÓRCIO LAM;53299800000111,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO E CONSERVAÇÃO - 40ª URG; Obra 1 - Acaiaca, Alvinópolis, Antônio Dias, Açucena, Bela Vista de Minas, Belo Horizonte, Belo Oriente, Bom Jesus do Galho, Braúnas, Bugre, Caratinga, Cava Grande, Coronel Fabriciano, Córrego Novo, Dionísio, Dom Silvério, Entre Folhas, Governador Valadares, Guanhães, Iapu, Imbé de Minas, Inhapim, Ipaba, Ipatinga, Jaguaraçu, Joanésia, João Monlevade, Marliéria, Matipó, Mesquita, Naque, Nova Era, Piedade de Caratinga, Pingo-d Água, Rio Piracicaba, Santa Bárbara do Leste, Santa Rita de Minas, Santana do Paraíso, São Domingos das Dores, São Domingos do Prata, São José do Goiabal, São João do Oriente, São Sebastião do Anta, Timóteo, Ubaporanga, Vargem Alegre, Virginópolis, Água Boa;365,0;0,0;0,0;365,0;12159273,83;0,0;12159273,83;0,0;0,0;0,0;12159273,83;0,0
DM-031/2021;RECUPERAÇÃO FUNCIONAL DO PAVIMENTO MGC-497, ENTRº BR-365/452 (UBERLÂNDIA) - ENTRº BR-153 (PRATA);230176262/21;2021-10-28;2022-03-01 00:00:00;2023-02-28 00:00:00;Execução concluída;PAVIDEZ ENGENHARIA LTDA;1744153000106,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional do pavimento MGC-497, Entrº BR-365/452 (Uberlândia) - Entrº BR-153 (Prata); Obra 1 - Prata, Uberlândia;365,0;0,0;0,0;365,0;16099106,69;2516598,88;18615705,57;18529581,79;4014568,85;22544150,64;86123,78;0,995373595715932
DM-031/2022;ESTABILIZAÇÃO DE TALUDE DE ATERRO MG-447, KM 100 TRECHO CATAGUASES - ENTRº MG-120;230176218/22;2022-08-30;2022-10-03 00:00:00;2024-05-31 00:00:00;Execução concluída;CONSTRUTORA ITAMARACA LTDA;30018048000198,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Obras Rodoviárias;Obra Rodoviária; Obra 1 - Estabilização de Talude de Aterro MG-447, KM 100 trecho Cataguases - Entrº MG-120; Obra 1 - Cataguases, Ubá;243,0;244,0;120,0;607,0;6686870,76;1583739,64;8270610,4;8101043,5;237159,03;8338202,53;169566,9;0,979497655940848
DM-031/2023;RECUPERAÇÃO FUNCIONAL AMG-0520, ARACITABA - ENTRº MG-452 (P/ OLIVEIRA FORTES), IMPLANTAÇÃO DE VARIANTES, RECUPERAÇÃO DE TALUDE, SUBSTITUIÇÃO BUEIRO;230176204123;2024-01-03;2024-02-15 00:00:00;2025-02-14 00:00:00;Execução concluída;PAVIDEZ ENGENHARIA LTDA;1744153000106,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional AMG-0520, Aracitaba - Entrº MG-452 (p/ Oliveira Fortes), Implantação de variantes, Recuperação de talude, Substituição bueiro; Obra 1 - Aracitaba, Oliveira Fortes, Paiva, Ubá;366,0;0,0;0,0;366,0;16521453,91;2873143,29;19394597,2;18286171,68;522296,51;18808468,19;1108425,52;0,942848747588323
DM-032/2022;ESTABILIZAÇÃO DE TALUDE MG-320 - KM 2 E MG-425 - KM 66,8 , TRECHOS ENTRº BR-381 - JAGUARAÇU / VARGEM ALEGRE - ENTRº BR-116;2301762 12/22;2022-09-26;2022-10-05 00:00:00;2023-07-16 00:00:00;Execução concluída;EMPAV EMP E PAVIMENTACAO LTDA;329295000144,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Obras Rodoviárias;Obra Rodoviária; Obra 1 - Estabilização de Talude de Corte nas Rodovias MG-320 - km 2 e MG-425 - km 66,8 , trechos Entrº BR-381 - Jaguaraçu / Vargem Alegre - Entrº BR-116; Obra 1 - Caratinga, Coronel Fabriciano, Entre Folhas, Jaguaraçu, Vargem Alegre;243,0;0,0;42,0;285,0;3165667,25;698618,5;3864285,75;3836698,14;251724,85;4088422,99;27587,61;0,992860877330306
DM-032/2023;RECUPERAÇÃO FUNCIONAL MGC-122, NOVA PORTEIRINHA - JANAÚBA - ENTRº BR-251 E AMG-900, ENTRº MGC-122 - CAPITÃO ENÉAS;230176203923;2024-02-01;2024-02-15 00:00:00;2025-08-10 00:00:00;Execução concluída;CONSÓRCIO MGC - 122;53710476000182,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional MGC-122, Nova Porteirinha - Janaúba - Entrº BR-251 e AMG-900, Entrº MGC-122 - Capitão Enéas; Obra 1 - Capitão Enéas, Francisco Sá, Janaúba, Nova Porteirinha;366,0;89,0;88,0;543,0;43983527,2;6532576,23;50516103,43;47204055,33;1517735,96;48721791,29;3312048,1;0,934435796209233
DM-033/2021;RECUPERAÇÃO FUNCIONAL MG-401, TRECHO PORTO MATIAS CARDOSO - INÍCIO PERÍMETRO URBANO DE JANAÚBA;230176265/21;2021-11-05;2022-03-18 00:00:00;2023-09-05 00:00:00;Execução concluída;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66418765000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação Funcional MG-401, trecho Porto Matias Cardoso - Início Perímetro Urbano de Janaúba; Obra 1 - Janaúba, Jaíba, Matias Cardoso, Verdelândia;365,0;92,0;80,0;537,0;22509884,51;4894302,17;27404186,68;24997330,2;5715190,88;30712521,08;2406856,48;0,912171942626688
DM-033/2022;ESTAB. TALUDE DE CORTE NA RODOVIA MG-442, KM 5,0 E 5, 4, TRECHO ENTRº BR-040 - BELO VALE.;230176220/22;2022-10-04;2024-04-22 00:00:00;2024-10-21 00:00:00;Execução concluída;CIRCUITO ENGENHARIA E CONSTRUCOES LTDA;4047735000121,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Recuperação;Obra Rodoviária; Obra 1 - Estabilização de talude de Corte na Rodovia MG-442, km 5,0 e 5, 4, trecho Entrº BR-040 - Belo Vale.; Obra 1 - Congonhas;122,0;61,0;0,0;183,0;528049,11;130555,3;658604,41;602261,76;52549,17;654810,93;56342,65;0,914451453490875
DM-034/2021;RECUPERAÇÃO FUNCIONAL MGC-367, CONSTRUÇÃO DE GALERIA E COLCHÃO RENO;230176266/21;2021-12-27;2022-02-01 00:00:00;2023-08-31 00:00:00;Execução concluída;CONSÓRCIO TERRAYAMA-TAMASA;44507700000142,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional MGC-367, construção de galeria e colchão reno; Obra 1 - Araçuaí, Virgem da Lapa;365,0;184,0;28,0;577,0;5794495,5;1382110,88;7176606,38;7013395,54;1429753,58;8443149,12;163210,84;0,977257936222496
DM-034/2022;IMPLANTAÇÃO DE TÚNEL BALA NO TRECHO RIBEIRÃO PINHEIRINHO - MONTE SANTO DE MINAS, KM 38,5 DA RODOVIA CMG-491;230176228/21;2022-10-06;2023-04-17 00:00:00;2023-10-16 00:00:00;Execução concluída;CONSERVASOLO ENGENHARIA DE PROJETOS E CONSULT.TECNICA LTDA;21728225000139,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Obras Rodoviárias;Obra Rodoviária; Obra 1 - Implantação de Túnel Bala (2,65 x 3,00)m no trecho Ribeirão Pinheirinho - Monte Santo de Minas, km 38,5 da rodovia CMG-491.; Obra 1 - Monte Santo de Minas, Passos;122,0;61,0;0,0;183,0;1467037,37;0,0;1467037,37;1459639,77;417424,14;1877063,91;7397,6;0,994957456332554
DM-035/2021;RECUPERAÇÃO FUNCIONAL LMG-710, TRECHO LADAINHA - POTÉ;230176274/21;2021-12-06;2022-05-17 00:00:00;2023-09-13 00:00:00;Execução concluída;LCM CONSTRUCAO E COMERCIO S/A;19758842000135,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional LMG-710, trecho Ladainha - Poté; Obra 1 - Ladainha, Poté, Teófilo Otoni;365,0;120,0;0,0;485,0;2887381,77;702002,25;3589384,02;3499668,1;866414,76;4366082,86;89715,92;0,975005204374872
DM-035/2022;RECUPERAÇÃO FUNCIONAL LMG-834. TRECHO CAIANA - ESPERA FELIZ. 29ª MANHUMIRIM;2301762 41/22;2022-10-24;2023-05-02 00:00:00;2023-09-01 00:00:00;Execução concluída;ECR EMP  DE CONST  E CONS  RODOV;37058360000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação;Obra Rodoviária; Obra 1 - Recuperação funcional do pavimento na Rodovia LMG-834, Trecho Caiana - Espera Feliz. a execução dos serviços descritos está restrita ao âmbito de Circ; Obra 1 - Caiana, Espera Feliz, Manhumirim;123,0;0,0;0,0;123,0;1725001,8;0,0;1725001,8;1667057,38;97819,09;1764876,47;57944,42;0,966409066935466
DM-036/2021;RECUPERAÇÃO AMBIENTAL LMG-799;230176271/21;2021-12-23;2022-10-03 00:00:00;2024-01-26 00:00:00;Execução concluída;CIA DA OBRA ENG  E CONSTR  LTDA;711110000161,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Recuperação ambiental;Obra Rodoviária; Obra 1 - Recuperação ambiental (Recomposição do solo para plantio, Plantio de cobertura e Desassoreamento) - Rodovia LMG-799; Obra 1 - Bela Vista de Minas, Itabira, João Monlevade, Rio Piracicaba;365,0;0,0;116,0;481,0;1165583,1;0,0;1165583,1;1001894,99;218329,03;1220224,02;163688,11;0,859565474139081
DM-036/2022; APOIO TÉCNICO À DIRETORIA DE MANUTENÇÃO (DM) DO DER/MG, PARA SUPERVISÃO DAS OBRAS EM ANDAMENTO NA DIRETORIA;2301762 26/22;2022-10-24;2023-03-13 00:00:00;2025-09-12 00:00:00;Execução concluída;NEOCONSTEC CONSULTORIA TECNICA LTDA.;28542082000115,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Consultoria;Obra Rodoviária - Consultoria , Fiscalização e Projeto de Obras; Obra 1 -  Apoio Técnico à Diretoria de Manutenção (DM) do DER/MG, para supervisão das obras em andamento na Diretoria; Obra 1 - Belo Horizonte;550,0;365,0;0,0;915,0;7569814,68;-817,07;7568997,61;7537087,0;773585,41;8310672,41;31910,61;0,995784037511408
DM-037/2022;RECUPERAÇÃO FUNCIONAL MG-329, TRECHO BOM JESUS DO GALHO - CARATINGA E LMG-823, TRECHO SÃO SEBASTIÃO DO ANTA - INHAPIM;230176233/22;2022-11-07;2023-05-02 00:00:00;2024-05-01 00:00:00;Execução concluída;CONSTRUTORA ZAG LTDA;356328000145,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional MG-329, trecho Bom Jesus do Galho - Caratinga e LMG-823, trecho São Sebastião do Anta - Inhapim; Obra 1 - Bom Jesus do Galho, Caratinga, Coronel Fabriciano, Inhapim, São Domingos das Dores, São Sebastião do Anta;366,0;0,0;0,0;366,0;9046230,7;2225340,28;11271570,98;9983168,85;886677,15;10869846,0;1288402,13;0,885694537852256
DM-038/2022;RECUPERAÇÃO FUNCIONAL DO PAVIMENTO NA RODOVIA MG-418, TRECHO ENTRº DIVISA BA/MG - TEÓFILO OTONI E RODOVIA MG-412 TRECHO ATALÉIA - ENTRº BR-418;2301762 37/22;2022-10-24;2023-05-02 00:00:00;2024-07-01 00:00:00;Execução concluída;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66418765000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação;Obra Rodoviária; Obra 1 - Recuperação funcional MG-418,  entrº Divisa BA/MG - Teófilo Otoni - subtrecho km 87 - km 178,3 (lote 2) e Rodovia MG-412, Ataléia - Entrº BR-418; Obra 1 - Ataléia, Carlos Chagas, Nanuque, Serra dos Aimorés, Teófilo Otoni;366,0;61,0;0,0;427,0;22375355,19;2553702,86;24929058,05;23477293,37;2497800,43;25975093,8;1451764,68;0,941764158233006
DM-039/2022;RECUPERAÇÃO FUNCIONAL NA RODOVIA AMG-0150, TRECHO ENTRº MG-030 - RAPOSOS. 1ª URG-BH;230176234/22;2022-12-05;2023-05-02 00:00:00;2023-11-15 00:00:00;Execução concluída;TERRASA ENGENHARIA LTDA;11553360000137,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional do pavimento na Rodovia AMG-0150, Trecho Entrº MG-030 - Raposos; Obra 1 - Caeté, Nova Lima, Raposos;92,0;106,0;0,0;198,0;2495849,99;127953,36;2623803,35;2612031,52;262917,64;2874949,16;11771,83;0,995513448063857
DM-040/2022;RECUPERAÇÃO FUNCIONAL MGC-120, TRECHO DOM SILVÉRIO - PONTE NOVA E LMG-1760, TRECHO SEM PEIXE - ENTRº MGC-120;230176243/22;2022-12-27;2023-05-02 00:00:00;2024-05-09 00:00:00;Execução concluída;TERRASA ENGENHARIA LTDA;11553360000137,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Recuperação Funcional do Pavimento;Obra Rodoviária; Obra 1 - Recuperação funcional MGC-120, trecho Dom Silvério - Ponte Nova e LMG-1760, trecho Sem Peixe - Entrº MGC-120; Obra 1 - Acaiaca, Dom Silvério, Ponte Nova, Rio Doce, Santa Cruz do Escalvado, Sem-Peixe, Teixeiras;276,0;61,0;37,0;374,0;10033537,75;1545128,87;11578666,62;11301066,54;1033346,32;12334412,86;277600,08;0,976024866324375
DM-041/2022;TROCA DE JUNTA DE DILATAÇÃO DA PONTE INSTALADA SOBRE O RIO PARANAÍBA;230176205922;2023-01-17;2023-02-15 00:00:00;2023-07-14 00:00:00;Execução concluída;BT CONSTRUCOES LTDA.;4810813000106,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;DISPENSA DE LICITAÇÃO;EMPREITADA POR PREÇO UNITÁRIO;OAE;Obra Rodoviária; Obra 1 - Troca de junta de dilatação especial da Ponte instalada sobre o Rio Paranaíba, CMG-497, KM 326 - Divisa MG/MS; Obra 1 - Carneirinho, Ituiutaba;150,0;0,0;0,0;150,0;392557,94;0,0;392557,94;261905,17;0,0;261905,17;130652,77;0,667175831419943
DM-22.003/2020;MANUTENÇÃO DAS RODOVIAS DA 30ª URG - JUIZ DE FORA;230176244/19;2020-03-05;2020-03-18 00:00:00;2021-03-17 00:00:00;Andamento;ASEL CONSTRUCOES RODOVIARIAS LTDA;20966503000123,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 30ª URG.; Obra 1 - Além Paraíba, Andrelândia, Arantina, Argirita, Belmiro Braga, Bicas, Bocaina de Minas, Bom Jardim de Minas, Chiador, Chácara, Coronel Pacheco, Estrela Dalva, Ewbank da Câmara, Goiana, Goianá, Guarará, Juiz de Fora, Laranjal, Laranjal, Leopoldina, Liberdade, Lima Duarte, Madre de Deus de Minas, Mar de Espanha, Maripá de Minas, Matias Barbosa, Olaria, Palma, Passa Vinte, Pedro Teixeira, Pequeri, Piau, Pirapetinga, Recreio, Rio Novo, Rio Preto, Rochedo de Minas, Santa Bárbara do Monte Verde, Santa Rita de Jacutinga, Santana do Deserto, Santo Antônio do Aventureiro, Santos Dumont, Senador Cortes, Simão Pereira, São João Nepomuceno, São Vicente de Minas, Volta Grande;365,0;0,0;0,0;365,0;4624129,63;0,0;4624129,63;4446663,82;84510,06;4531173,88;177465,81;0,961621791731648
DM-22.003/2020-A;MANUTENÇÃO DAS RODOVIAS DA 30ª URG - JUIZ DE FORA;230176244/19;2021-03-18;2021-03-18 00:00:00;2022-03-17 00:00:00;Execução concluída;ASEL CONSTRUCOES RODOVIARIAS LTDA;20966503000123,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 30ª URG.; Obra 1 - Além Paraíba, Andrelândia, Arantina, Argirita, Belmiro Braga, Bicas, Bocaina de Minas, Bom Jardim de Minas, Chiador, Chácara, Coronel Pacheco, Estrela Dalva, Ewbank da Câmara, Goiana, Goianá, Guarará, Juiz de Fora, Laranjal, Laranjal, Leopoldina, Liberdade, Lima Duarte, Madre de Deus de Minas, Mar de Espanha, Maripá de Minas, Matias Barbosa, Olaria, Palma, Passa Vinte, Pedro Teixeira, Pequeri, Piau, Pirapetinga, Recreio, Rio Novo, Rio Preto, Rochedo de Minas, Santa Bárbara do Monte Verde, Santa Rita de Jacutinga, Santana do Deserto, Santo Antônio do Aventureiro, Santos Dumont, Senador Cortes, Simão Pereira, São João Nepomuceno, São Vicente de Minas, Volta Grande;365,0;0,0;0,0;365,0;4604450,2;1058229,38;5662679,58;5366526,28;650180,91;6016707,19;296153,3;0,947700855078224
